KommuneNr,IndicatorType,Year,Value,KommuneName
159,Andel 0-17-årige,2018,22.0,Gladsaxe Kommune
159,Andel 0-17-årige,2019,22.0,Gladsaxe Kommune
159,Andel 0-17-årige,2020,22.3,Gladsaxe Kommune
161,Andel 0-17-årige,2010,20.2,Glostrup Kommune
161,Andel 0-17-årige,2011,20.3,Glostrup Kommune
161,Andel 0-17-årige,2012,20.3,Glostrup Kommune
161,Andel 0-17-årige,2013,20.3,Glostrup Kommune
161,Andel 0-17-årige,2014,20.0,Glostrup Kommune
161,Andel 0-17-årige,2015,20.2,Glostrup Kommune
161,Andel 0-17-årige,2016,20.0,Glostrup Kommune
161,Andel 0-17-årige,2017,20.1,Glostrup Kommune
161,Andel 0-17-årige,2018,20.2,Glostrup Kommune
161,Andel 0-17-årige,2019,20.2,Glostrup Kommune
161,Andel 0-17-årige,2020,20.1,Glostrup Kommune
163,Andel 0-17-årige,2010,22.0,Herlev Kommune
163,Andel 0-17-årige,2011,22.1,Herlev Kommune
163,Andel 0-17-årige,2012,21.9,Herlev Kommune
163,Andel 0-17-årige,2013,22.0,Herlev Kommune
163,Andel 0-17-årige,2014,22.2,Herlev Kommune
163,Andel 0-17-årige,2015,22.2,Herlev Kommune
163,Andel 0-17-årige,2016,22.3,Herlev Kommune
163,Andel 0-17-årige,2017,22.2,Herlev Kommune
163,Andel 0-17-årige,2018,22.4,Herlev Kommune
163,Andel 0-17-årige,2019,22.3,Herlev Kommune
163,Andel 0-17-årige,2020,22.3,Herlev Kommune
165,Andel 0-17-årige,2010,24.0,Albertslund Kommune
165,Andel 0-17-årige,2011,23.7,Albertslund Kommune
165,Andel 0-17-årige,2012,23.5,Albertslund Kommune
165,Andel 0-17-årige,2013,23.1,Albertslund Kommune
165,Andel 0-17-årige,2014,22.8,Albertslund Kommune
165,Andel 0-17-årige,2015,22.6,Albertslund Kommune
165,Andel 0-17-årige,2016,22.6,Albertslund Kommune
165,Andel 0-17-årige,2017,22.2,Albertslund Kommune
165,Andel 0-17-årige,2018,22.1,Albertslund Kommune
165,Andel 0-17-årige,2019,21.8,Albertslund Kommune
165,Andel 0-17-årige,2020,21.5,Albertslund Kommune
167,Andel 0-17-årige,2010,22.3,Hvidovre Kommune
167,Andel 0-17-årige,2011,22.2,Hvidovre Kommune
167,Andel 0-17-årige,2012,22.0,Hvidovre Kommune
167,Andel 0-17-årige,2013,21.9,Hvidovre Kommune
167,Andel 0-17-årige,2014,21.7,Hvidovre Kommune
167,Andel 0-17-årige,2015,21.8,Hvidovre Kommune
167,Andel 0-17-årige,2016,21.8,Hvidovre Kommune
167,Andel 0-17-årige,2017,21.8,Hvidovre Kommune
167,Andel 0-17-årige,2018,21.9,Hvidovre Kommune
167,Andel 0-17-årige,2019,22.0,Hvidovre Kommune
167,Andel 0-17-årige,2020,22.1,Hvidovre Kommune
169,Andel 0-17-årige,2010,23.7,Høje-Taastrup Kommune
169,Andel 0-17-årige,2011,23.7,Høje-Taastrup Kommune
169,Andel 0-17-årige,2012,23.3,Høje-Taastrup Kommune
169,Andel 0-17-årige,2013,23.3,Høje-Taastrup Kommune
169,Andel 0-17-årige,2014,22.9,Høje-Taastrup Kommune
169,Andel 0-17-årige,2015,22.7,Høje-Taastrup Kommune
169,Andel 0-17-årige,2016,22.4,Høje-Taastrup Kommune
169,Andel 0-17-årige,2017,22.3,Høje-Taastrup Kommune
169,Andel 0-17-årige,2018,21.8,Høje-Taastrup Kommune
169,Andel 0-17-årige,2019,21.6,Høje-Taastrup Kommune
169,Andel 0-17-årige,2020,21.6,Høje-Taastrup Kommune
173,Andel 0-17-årige,2010,21.2,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2011,21.6,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2012,21.6,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2013,21.5,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2014,21.6,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2015,21.5,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2016,21.6,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2017,21.5,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2018,21.5,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2019,21.4,Lyngby-Taarbæk Kommune
173,Andel 0-17-årige,2020,21.3,Lyngby-Taarbæk Kommune
175,Andel 0-17-årige,2010,21.6,Rødovre Kommune
175,Andel 0-17-årige,2011,21.5,Rødovre Kommune
175,Andel 0-17-årige,2012,21.0,Rødovre Kommune
175,Andel 0-17-årige,2013,21.0,Rødovre Kommune
175,Andel 0-17-årige,2014,20.9,Rødovre Kommune
175,Andel 0-17-årige,2015,20.9,Rødovre Kommune
175,Andel 0-17-årige,2016,21.0,Rødovre Kommune
175,Andel 0-17-årige,2017,21.1,Rødovre Kommune
175,Andel 0-17-årige,2018,21.1,Rødovre Kommune
175,Andel 0-17-årige,2019,21.3,Rødovre Kommune
175,Andel 0-17-årige,2020,21.5,Rødovre Kommune
183,Andel 0-17-årige,2010,24.1,Ishøj Kommune
183,Andel 0-17-årige,2011,23.9,Ishøj Kommune
183,Andel 0-17-årige,2012,23.8,Ishøj Kommune
183,Andel 0-17-årige,2013,23.6,Ishøj Kommune
183,Andel 0-17-årige,2014,23.0,Ishøj Kommune
183,Andel 0-17-årige,2015,22.9,Ishøj Kommune
183,Andel 0-17-årige,2016,22.8,Ishøj Kommune
183,Andel 0-17-årige,2017,22.7,Ishøj Kommune
183,Andel 0-17-årige,2018,22.5,Ishøj Kommune
183,Andel 0-17-årige,2019,22.3,Ishøj Kommune
183,Andel 0-17-årige,2020,22.1,Ishøj Kommune
185,Andel 0-17-årige,2010,22.0,Tårnby Kommune
185,Andel 0-17-årige,2011,22.0,Tårnby Kommune
185,Andel 0-17-årige,2012,21.9,Tårnby Kommune
185,Andel 0-17-årige,2013,21.9,Tårnby Kommune
185,Andel 0-17-årige,2014,21.8,Tårnby Kommune
185,Andel 0-17-årige,2015,21.7,Tårnby Kommune
185,Andel 0-17-årige,2016,21.9,Tårnby Kommune
185,Andel 0-17-årige,2017,21.9,Tårnby Kommune
185,Andel 0-17-årige,2018,21.9,Tårnby Kommune
185,Andel 0-17-årige,2019,22.1,Tårnby Kommune
185,Andel 0-17-årige,2020,22.3,Tårnby Kommune
187,Andel 0-17-årige,2010,24.4,Vallensbæk Kommune
187,Andel 0-17-årige,2011,24.4,Vallensbæk Kommune
187,Andel 0-17-årige,2012,24.3,Vallensbæk Kommune
187,Andel 0-17-årige,2013,24.3,Vallensbæk Kommune
187,Andel 0-17-årige,2014,24.1,Vallensbæk Kommune
187,Andel 0-17-årige,2015,24.2,Vallensbæk Kommune
187,Andel 0-17-årige,2016,23.9,Vallensbæk Kommune
187,Andel 0-17-årige,2017,23.9,Vallensbæk Kommune
187,Andel 0-17-årige,2018,23.9,Vallensbæk Kommune
187,Andel 0-17-årige,2019,24.1,Vallensbæk Kommune
187,Andel 0-17-årige,2020,24.1,Vallensbæk Kommune
190,Andel 0-17-årige,2010,25.6,Furesø Kommune
190,Andel 0-17-årige,2011,25.4,Furesø Kommune
190,Andel 0-17-årige,2012,25.1,Furesø Kommune
190,Andel 0-17-årige,2013,24.6,Furesø Kommune
190,Andel 0-17-årige,2014,24.2,Furesø Kommune
190,Andel 0-17-årige,2015,24.0,Furesø Kommune
190,Andel 0-17-årige,2016,23.9,Furesø Kommune
190,Andel 0-17-årige,2017,23.7,Furesø Kommune
190,Andel 0-17-årige,2018,23.7,Furesø Kommune
190,Andel 0-17-årige,2019,23.4,Furesø Kommune
190,Andel 0-17-årige,2020,23.6,Furesø Kommune
201,Andel 0-17-årige,2010,26.9,Allerød Kommune
201,Andel 0-17-årige,2011,26.8,Allerød Kommune
201,Andel 0-17-årige,2012,26.3,Allerød Kommune
201,Andel 0-17-årige,2013,25.8,Allerød Kommune
201,Andel 0-17-årige,2014,25.5,Allerød Kommune
201,Andel 0-17-årige,2015,24.9,Allerød Kommune
201,Andel 0-17-årige,2016,24.5,Allerød Kommune
201,Andel 0-17-årige,2017,24.3,Allerød Kommune
201,Andel 0-17-årige,2018,24.2,Allerød Kommune
201,Andel 0-17-årige,2019,24.3,Allerød Kommune
201,Andel 0-17-årige,2020,24.0,Allerød Kommune
210,Andel 0-17-årige,2010,24.4,Fredensborg Kommune
210,Andel 0-17-årige,2011,24.2,Fredensborg Kommune
210,Andel 0-17-årige,2012,23.7,Fredensborg Kommune
210,Andel 0-17-årige,2013,23.3,Fredensborg Kommune
210,Andel 0-17-årige,2014,22.9,Fredensborg Kommune
210,Andel 0-17-årige,2015,22.7,Fredensborg Kommune
210,Andel 0-17-årige,2016,22.3,Fredensborg Kommune
210,Andel 0-17-årige,2017,22.0,Fredensborg Kommune
210,Andel 0-17-årige,2018,21.7,Fredensborg Kommune
210,Andel 0-17-årige,2019,21.5,Fredensborg Kommune
210,Andel 0-17-årige,2020,21.4,Fredensborg Kommune
217,Andel 0-17-årige,2010,22.7,Helsingør Kommune
217,Andel 0-17-årige,2011,22.6,Helsingør Kommune
217,Andel 0-17-årige,2012,22.3,Helsingør Kommune
217,Andel 0-17-årige,2013,21.8,Helsingør Kommune
217,Andel 0-17-årige,2014,21.2,Helsingør Kommune
217,Andel 0-17-årige,2015,20.8,Helsingør Kommune
217,Andel 0-17-årige,2016,20.4,Helsingør Kommune
217,Andel 0-17-årige,2017,20.1,Helsingør Kommune
217,Andel 0-17-årige,2018,20.0,Helsingør Kommune
217,Andel 0-17-årige,2019,19.6,Helsingør Kommune
217,Andel 0-17-årige,2020,19.5,Helsingør Kommune
219,Andel 0-17-årige,2010,25.2,Hillerød Kommune
219,Andel 0-17-årige,2011,25.0,Hillerød Kommune
219,Andel 0-17-årige,2012,24.6,Hillerød Kommune
219,Andel 0-17-årige,2013,24.3,Hillerød Kommune
219,Andel 0-17-årige,2014,23.7,Hillerød Kommune
219,Andel 0-17-årige,2015,23.3,Hillerød Kommune
219,Andel 0-17-årige,2016,22.9,Hillerød Kommune
219,Andel 0-17-årige,2017,22.6,Hillerød Kommune
219,Andel 0-17-årige,2018,22.4,Hillerød Kommune
219,Andel 0-17-årige,2019,22.1,Hillerød Kommune
219,Andel 0-17-årige,2020,21.9,Hillerød Kommune
223,Andel 0-17-årige,2010,22.7,Hørsholm Kommune
223,Andel 0-17-årige,2011,22.5,Hørsholm Kommune
223,Andel 0-17-årige,2012,22.1,Hørsholm Kommune
223,Andel 0-17-årige,2013,22.0,Hørsholm Kommune
223,Andel 0-17-årige,2014,21.6,Hørsholm Kommune
223,Andel 0-17-årige,2015,21.5,Hørsholm Kommune
223,Andel 0-17-årige,2016,21.3,Hørsholm Kommune
223,Andel 0-17-årige,2017,21.0,Hørsholm Kommune
223,Andel 0-17-årige,2018,20.9,Hørsholm Kommune
223,Andel 0-17-årige,2019,20.8,Hørsholm Kommune
223,Andel 0-17-årige,2020,20.7,Hørsholm Kommune
230,Andel 0-17-årige,2010,24.1,Rudersdal Kommune
230,Andel 0-17-årige,2011,24.2,Rudersdal Kommune
230,Andel 0-17-årige,2012,23.9,Rudersdal Kommune
230,Andel 0-17-årige,2013,23.7,Rudersdal Kommune
230,Andel 0-17-årige,2014,23.5,Rudersdal Kommune
230,Andel 0-17-årige,2015,23.3,Rudersdal Kommune
230,Andel 0-17-årige,2016,23.1,Rudersdal Kommune
230,Andel 0-17-årige,2017,23.0,Rudersdal Kommune
230,Andel 0-17-årige,2018,22.9,Rudersdal Kommune
230,Andel 0-17-årige,2019,22.7,Rudersdal Kommune
230,Andel 0-17-årige,2020,22.6,Rudersdal Kommune
240,Andel 0-17-årige,2010,26.9,Egedal Kommune
240,Andel 0-17-årige,2011,26.6,Egedal Kommune
240,Andel 0-17-årige,2012,26.3,Egedal Kommune
240,Andel 0-17-årige,2013,25.8,Egedal Kommune
240,Andel 0-17-årige,2014,25.5,Egedal Kommune
240,Andel 0-17-årige,2015,25.1,Egedal Kommune
240,Andel 0-17-årige,2016,24.7,Egedal Kommune
240,Andel 0-17-årige,2017,24.3,Egedal Kommune
240,Andel 0-17-årige,2018,24.0,Egedal Kommune
240,Andel 0-17-årige,2019,23.8,Egedal Kommune
240,Andel 0-17-årige,2020,23.7,Egedal Kommune
250,Andel 0-17-årige,2010,23.4,Frederikssund Kommune
250,Andel 0-17-årige,2011,23.2,Frederikssund Kommune
250,Andel 0-17-årige,2012,22.8,Frederikssund Kommune
250,Andel 0-17-årige,2013,22.5,Frederikssund Kommune
250,Andel 0-17-årige,2014,22.0,Frederikssund Kommune
250,Andel 0-17-årige,2015,21.6,Frederikssund Kommune
250,Andel 0-17-årige,2016,21.2,Frederikssund Kommune
250,Andel 0-17-årige,2017,20.8,Frederikssund Kommune
250,Andel 0-17-årige,2018,20.5,Frederikssund Kommune
250,Andel 0-17-årige,2019,20.3,Frederikssund Kommune
250,Andel 0-17-årige,2020,19.8,Frederikssund Kommune
260,Andel 0-17-årige,2010,21.6,Halsnæs Kommune
260,Andel 0-17-årige,2011,21.3,Halsnæs Kommune
260,Andel 0-17-årige,2012,21.0,Halsnæs Kommune
260,Andel 0-17-årige,2013,20.4,Halsnæs Kommune
260,Andel 0-17-årige,2014,19.9,Halsnæs Kommune
260,Andel 0-17-årige,2015,19.4,Halsnæs Kommune
260,Andel 0-17-årige,2016,19.0,Halsnæs Kommune
260,Andel 0-17-årige,2017,18.7,Halsnæs Kommune
260,Andel 0-17-årige,2018,18.5,Halsnæs Kommune
260,Andel 0-17-årige,2019,18.2,Halsnæs Kommune
260,Andel 0-17-årige,2020,17.8,Halsnæs Kommune
270,Andel 0-17-årige,2010,22.4,Gribskov Kommune
270,Andel 0-17-årige,2011,22.0,Gribskov Kommune
270,Andel 0-17-årige,2012,21.5,Gribskov Kommune
270,Andel 0-17-årige,2013,21.0,Gribskov Kommune
270,Andel 0-17-årige,2014,20.6,Gribskov Kommune
270,Andel 0-17-årige,2015,20.2,Gribskov Kommune
270,Andel 0-17-årige,2016,19.9,Gribskov Kommune
270,Andel 0-17-årige,2017,19.5,Gribskov Kommune
270,Andel 0-17-årige,2018,19.1,Gribskov Kommune
270,Andel 0-17-årige,2019,18.8,Gribskov Kommune
270,Andel 0-17-årige,2020,18.5,Gribskov Kommune
400,Andel 0-17-årige,2010,19.7,Bornholms Kommune
400,Andel 0-17-årige,2011,19.4,Bornholms Kommune
400,Andel 0-17-årige,2012,18.8,Bornholms Kommune
400,Andel 0-17-årige,2013,18.4,Bornholms Kommune
400,Andel 0-17-årige,2014,17.8,Bornholms Kommune
400,Andel 0-17-årige,2015,17.4,Bornholms Kommune
400,Andel 0-17-årige,2016,17.1,Bornholms Kommune
400,Andel 0-17-årige,2017,16.8,Bornholms Kommune
400,Andel 0-17-årige,2018,16.8,Bornholms Kommune
400,Andel 0-17-årige,2019,16.7,Bornholms Kommune
400,Andel 0-17-årige,2020,16.7,Bornholms Kommune
253,Andel 0-17-årige,2010,24.3,Greve Kommune
253,Andel 0-17-årige,2011,24.1,Greve Kommune
253,Andel 0-17-årige,2012,23.8,Greve Kommune
253,Andel 0-17-årige,2013,23.4,Greve Kommune
253,Andel 0-17-årige,2014,22.8,Greve Kommune
253,Andel 0-17-årige,2015,22.3,Greve Kommune
253,Andel 0-17-årige,2016,22.2,Greve Kommune
253,Andel 0-17-årige,2017,22.2,Greve Kommune
253,Andel 0-17-årige,2018,22.0,Greve Kommune
253,Andel 0-17-årige,2019,21.9,Greve Kommune
253,Andel 0-17-årige,2020,22.0,Greve Kommune
259,Andel 0-17-årige,2010,24.4,Køge Kommune
259,Andel 0-17-årige,2011,24.3,Køge Kommune
259,Andel 0-17-årige,2012,23.9,Køge Kommune
259,Andel 0-17-årige,2013,23.3,Køge Kommune
259,Andel 0-17-årige,2014,22.8,Køge Kommune
259,Andel 0-17-årige,2015,22.3,Køge Kommune
259,Andel 0-17-årige,2016,22.0,Køge Kommune
259,Andel 0-17-årige,2017,21.7,Køge Kommune
259,Andel 0-17-årige,2018,21.4,Køge Kommune
259,Andel 0-17-årige,2019,21.2,Køge Kommune
259,Andel 0-17-årige,2020,20.8,Køge Kommune
265,Andel 0-17-årige,2010,22.9,Roskilde Kommune
265,Andel 0-17-årige,2011,22.8,Roskilde Kommune
265,Andel 0-17-årige,2012,22.4,Roskilde Kommune
265,Andel 0-17-årige,2013,22.0,Roskilde Kommune
265,Andel 0-17-årige,2014,21.7,Roskilde Kommune
265,Andel 0-17-årige,2015,21.4,Roskilde Kommune
265,Andel 0-17-årige,2016,21.2,Roskilde Kommune
265,Andel 0-17-årige,2017,21.2,Roskilde Kommune
265,Andel 0-17-årige,2018,21.1,Roskilde Kommune
265,Andel 0-17-årige,2019,20.9,Roskilde Kommune
265,Andel 0-17-årige,2020,20.9,Roskilde Kommune
269,Andel 0-17-årige,2010,25.4,Solrød Kommune
269,Andel 0-17-årige,2011,25.2,Solrød Kommune
269,Andel 0-17-årige,2012,24.9,Solrød Kommune
269,Andel 0-17-årige,2013,24.4,Solrød Kommune
269,Andel 0-17-årige,2014,24.1,Solrød Kommune
269,Andel 0-17-årige,2015,23.7,Solrød Kommune
269,Andel 0-17-årige,2016,23.6,Solrød Kommune
269,Andel 0-17-årige,2017,23.5,Solrød Kommune
269,Andel 0-17-årige,2018,23.4,Solrød Kommune
269,Andel 0-17-årige,2019,23.5,Solrød Kommune
269,Andel 0-17-årige,2020,23.8,Solrød Kommune
306,Andel 0-17-årige,2010,19.4,Odsherred Kommune
306,Andel 0-17-årige,2011,19.0,Odsherred Kommune
306,Andel 0-17-årige,2012,18.7,Odsherred Kommune
306,Andel 0-17-årige,2013,18.1,Odsherred Kommune
306,Andel 0-17-årige,2014,17.5,Odsherred Kommune
306,Andel 0-17-årige,2015,17.3,Odsherred Kommune
306,Andel 0-17-årige,2016,17.0,Odsherred Kommune
306,Andel 0-17-årige,2017,16.9,Odsherred Kommune
306,Andel 0-17-årige,2018,16.6,Odsherred Kommune
306,Andel 0-17-årige,2019,16.3,Odsherred Kommune
306,Andel 0-17-årige,2020,15.9,Odsherred Kommune
316,Andel 0-17-årige,2010,23.5,Holbæk Kommune
316,Andel 0-17-årige,2011,23.2,Holbæk Kommune
316,Andel 0-17-årige,2012,23.0,Holbæk Kommune
316,Andel 0-17-årige,2013,22.5,Holbæk Kommune
316,Andel 0-17-årige,2014,22.2,Holbæk Kommune
316,Andel 0-17-årige,2015,21.8,Holbæk Kommune
316,Andel 0-17-årige,2016,21.5,Holbæk Kommune
316,Andel 0-17-årige,2017,21.4,Holbæk Kommune
316,Andel 0-17-årige,2018,21.0,Holbæk Kommune
316,Andel 0-17-årige,2019,20.8,Holbæk Kommune
316,Andel 0-17-årige,2020,20.6,Holbæk Kommune
320,Andel 0-17-årige,2010,23.0,Faxe Kommune
320,Andel 0-17-årige,2011,22.7,Faxe Kommune
320,Andel 0-17-årige,2012,22.2,Faxe Kommune
320,Andel 0-17-årige,2013,21.8,Faxe Kommune
320,Andel 0-17-årige,2014,21.2,Faxe Kommune
320,Andel 0-17-årige,2015,20.9,Faxe Kommune
320,Andel 0-17-årige,2016,20.3,Faxe Kommune
320,Andel 0-17-årige,2017,20.0,Faxe Kommune
320,Andel 0-17-årige,2018,19.8,Faxe Kommune
320,Andel 0-17-årige,2019,19.5,Faxe Kommune
320,Andel 0-17-årige,2020,19.3,Faxe Kommune
326,Andel 0-17-årige,2010,22.3,Kalundborg Kommune
326,Andel 0-17-årige,2011,22.0,Kalundborg Kommune
326,Andel 0-17-årige,2012,21.6,Kalundborg Kommune
326,Andel 0-17-årige,2013,21.0,Kalundborg Kommune
326,Andel 0-17-årige,2014,20.7,Kalundborg Kommune
326,Andel 0-17-årige,2015,20.3,Kalundborg Kommune
326,Andel 0-17-årige,2016,20.2,Kalundborg Kommune
326,Andel 0-17-årige,2017,19.8,Kalundborg Kommune
326,Andel 0-17-årige,2018,19.5,Kalundborg Kommune
326,Andel 0-17-årige,2019,19.2,Kalundborg Kommune
326,Andel 0-17-årige,2020,18.9,Kalundborg Kommune
329,Andel 0-17-årige,2010,23.7,Ringsted Kommune
329,Andel 0-17-årige,2011,23.6,Ringsted Kommune
329,Andel 0-17-årige,2012,23.2,Ringsted Kommune
329,Andel 0-17-årige,2013,22.8,Ringsted Kommune
329,Andel 0-17-årige,2014,22.5,Ringsted Kommune
329,Andel 0-17-årige,2015,22.0,Ringsted Kommune
329,Andel 0-17-årige,2016,21.5,Ringsted Kommune
329,Andel 0-17-årige,2017,21.3,Ringsted Kommune
329,Andel 0-17-årige,2018,21.2,Ringsted Kommune
329,Andel 0-17-årige,2019,20.9,Ringsted Kommune
329,Andel 0-17-årige,2020,20.6,Ringsted Kommune
330,Andel 0-17-årige,2010,21.7,Slagelse Kommune
330,Andel 0-17-årige,2011,21.5,Slagelse Kommune
330,Andel 0-17-årige,2012,21.0,Slagelse Kommune
330,Andel 0-17-årige,2013,20.7,Slagelse Kommune
330,Andel 0-17-årige,2014,20.3,Slagelse Kommune
330,Andel 0-17-årige,2015,19.9,Slagelse Kommune
330,Andel 0-17-årige,2016,19.7,Slagelse Kommune
330,Andel 0-17-årige,2017,19.4,Slagelse Kommune
330,Andel 0-17-årige,2018,19.3,Slagelse Kommune
330,Andel 0-17-årige,2019,19.0,Slagelse Kommune
330,Andel 0-17-årige,2020,18.8,Slagelse Kommune
336,Andel 0-17-årige,2010,21.5,Stevns Kommune
336,Andel 0-17-årige,2011,21.2,Stevns Kommune
336,Andel 0-17-årige,2012,21.1,Stevns Kommune
336,Andel 0-17-årige,2013,20.5,Stevns Kommune
336,Andel 0-17-årige,2014,19.9,Stevns Kommune
336,Andel 0-17-årige,2015,19.6,Stevns Kommune
336,Andel 0-17-årige,2016,19.2,Stevns Kommune
336,Andel 0-17-årige,2017,19.2,Stevns Kommune
336,Andel 0-17-årige,2018,18.9,Stevns Kommune
336,Andel 0-17-årige,2019,18.7,Stevns Kommune
336,Andel 0-17-årige,2020,18.7,Stevns Kommune
340,Andel 0-17-årige,2010,23.7,Sorø Kommune
340,Andel 0-17-årige,2011,23.4,Sorø Kommune
340,Andel 0-17-årige,2012,23.2,Sorø Kommune
340,Andel 0-17-årige,2013,22.6,Sorø Kommune
340,Andel 0-17-årige,2014,22.0,Sorø Kommune
340,Andel 0-17-årige,2015,21.9,Sorø Kommune
340,Andel 0-17-årige,2016,21.5,Sorø Kommune
340,Andel 0-17-årige,2017,21.2,Sorø Kommune
340,Andel 0-17-årige,2018,21.1,Sorø Kommune
340,Andel 0-17-årige,2019,21.0,Sorø Kommune
340,Andel 0-17-årige,2020,20.7,Sorø Kommune
350,Andel 0-17-årige,2010,25.0,Lejre Kommune
350,Andel 0-17-årige,2011,24.8,Lejre Kommune
350,Andel 0-17-årige,2012,24.6,Lejre Kommune
350,Andel 0-17-årige,2013,24.1,Lejre Kommune
350,Andel 0-17-årige,2014,23.5,Lejre Kommune
350,Andel 0-17-årige,2015,22.9,Lejre Kommune
350,Andel 0-17-årige,2016,22.7,Lejre Kommune
350,Andel 0-17-årige,2017,22.3,Lejre Kommune
350,Andel 0-17-årige,2018,22.2,Lejre Kommune
350,Andel 0-17-årige,2019,22.0,Lejre Kommune
350,Andel 0-17-årige,2020,21.9,Lejre Kommune
360,Andel 0-17-årige,2010,18.7,Lolland Kommune
360,Andel 0-17-årige,2011,18.5,Lolland Kommune
360,Andel 0-17-årige,2012,18.1,Lolland Kommune
360,Andel 0-17-årige,2013,17.8,Lolland Kommune
360,Andel 0-17-årige,2014,17.3,Lolland Kommune
360,Andel 0-17-årige,2015,17.0,Lolland Kommune
360,Andel 0-17-årige,2016,16.9,Lolland Kommune
360,Andel 0-17-årige,2017,16.6,Lolland Kommune
360,Andel 0-17-årige,2018,16.4,Lolland Kommune
360,Andel 0-17-årige,2019,16.1,Lolland Kommune
360,Andel 0-17-årige,2020,16.0,Lolland Kommune
370,Andel 0-17-årige,2010,22.2,Næstved Kommune
370,Andel 0-17-årige,2011,22.0,Næstved Kommune
370,Andel 0-17-årige,2012,21.8,Næstved Kommune
370,Andel 0-17-årige,2013,21.4,Næstved Kommune
370,Andel 0-17-årige,2014,21.0,Næstved Kommune
370,Andel 0-17-årige,2015,20.6,Næstved Kommune
370,Andel 0-17-årige,2016,20.4,Næstved Kommune
370,Andel 0-17-årige,2017,20.3,Næstved Kommune
370,Andel 0-17-årige,2018,20.1,Næstved Kommune
370,Andel 0-17-årige,2019,19.7,Næstved Kommune
370,Andel 0-17-årige,2020,19.5,Næstved Kommune
376,Andel 0-17-årige,2010,19.3,Guldborgsund Kommune
376,Andel 0-17-årige,2011,19.2,Guldborgsund Kommune
376,Andel 0-17-årige,2012,18.8,Guldborgsund Kommune
376,Andel 0-17-årige,2013,18.5,Guldborgsund Kommune
376,Andel 0-17-årige,2014,18.1,Guldborgsund Kommune
376,Andel 0-17-årige,2015,17.8,Guldborgsund Kommune
376,Andel 0-17-årige,2016,17.6,Guldborgsund Kommune
376,Andel 0-17-årige,2017,17.7,Guldborgsund Kommune
376,Andel 0-17-årige,2018,17.6,Guldborgsund Kommune
376,Andel 0-17-årige,2019,17.3,Guldborgsund Kommune
376,Andel 0-17-årige,2020,17.1,Guldborgsund Kommune
390,Andel 0-17-årige,2010,20.7,Vordingborg Kommune
390,Andel 0-17-årige,2011,20.5,Vordingborg Kommune
390,Andel 0-17-årige,2012,20.3,Vordingborg Kommune
390,Andel 0-17-årige,2013,19.8,Vordingborg Kommune
390,Andel 0-17-årige,2014,19.5,Vordingborg Kommune
390,Andel 0-17-årige,2015,19.0,Vordingborg Kommune
390,Andel 0-17-årige,2016,18.7,Vordingborg Kommune
390,Andel 0-17-årige,2017,18.5,Vordingborg Kommune
390,Andel 0-17-årige,2018,18.1,Vordingborg Kommune
390,Andel 0-17-årige,2019,17.7,Vordingborg Kommune
390,Andel 0-17-årige,2020,17.4,Vordingborg Kommune
410,Andel 0-17-årige,2010,23.6,Middelfart Kommune
410,Andel 0-17-årige,2011,23.2,Middelfart Kommune
410,Andel 0-17-årige,2012,22.9,Middelfart Kommune
410,Andel 0-17-årige,2013,22.4,Middelfart Kommune
410,Andel 0-17-årige,2014,22.0,Middelfart Kommune
410,Andel 0-17-årige,2015,21.6,Middelfart Kommune
410,Andel 0-17-årige,2016,21.3,Middelfart Kommune
410,Andel 0-17-årige,2017,21.1,Middelfart Kommune
410,Andel 0-17-årige,2018,20.8,Middelfart Kommune
410,Andel 0-17-årige,2019,20.5,Middelfart Kommune
410,Andel 0-17-årige,2020,20.2,Middelfart Kommune
420,Andel 0-17-årige,2010,23.7,Assens Kommune
420,Andel 0-17-årige,2011,23.4,Assens Kommune
420,Andel 0-17-årige,2012,22.8,Assens Kommune
420,Andel 0-17-årige,2013,22.4,Assens Kommune
420,Andel 0-17-årige,2014,21.9,Assens Kommune
420,Andel 0-17-årige,2015,21.4,Assens Kommune
420,Andel 0-17-årige,2016,21.1,Assens Kommune
420,Andel 0-17-årige,2017,20.9,Assens Kommune
420,Andel 0-17-årige,2018,20.6,Assens Kommune
420,Andel 0-17-årige,2019,20.3,Assens Kommune
420,Andel 0-17-årige,2020,20.0,Assens Kommune
430,Andel 0-17-årige,2010,22.7,Faaborg-Midtfyn Kommune
430,Andel 0-17-årige,2011,22.6,Faaborg-Midtfyn Kommune
430,Andel 0-17-årige,2012,22.0,Faaborg-Midtfyn Kommune
430,Andel 0-17-årige,2013,21.5,Faaborg-Midtfyn Kommune
430,Andel 0-17-årige,2014,21.2,Faaborg-Midtfyn Kommune
430,Andel 0-17-årige,2015,20.8,Faaborg-Midtfyn Kommune
430,Andel 0-17-årige,2016,20.7,Faaborg-Midtfyn Kommune
