KommuneNr,IndicatorType,Year,Value
657,Andel indpendlere,2018,34.4
657,Andel indpendlere,2019,-1.0
657,Andel indpendlere,2020,-1.0
661,Andel indpendlere,2010,30.9
661,Andel indpendlere,2011,31.0
661,Andel indpendlere,2012,31.4
661,Andel indpendlere,2013,31.7
661,Andel indpendlere,2014,32.4
661,Andel indpendlere,2015,33.0
661,Andel indpendlere,2016,33.8
661,Andel indpendlere,2017,34.0
661,Andel indpendlere,2018,34.3
661,Andel indpendlere,2019,-1.0
661,Andel indpendlere,2020,-1.0
665,Andel indpendlere,2010,18.7
665,Andel indpendlere,2011,19.2
665,Andel indpendlere,2012,19.4
665,Andel indpendlere,2013,19.9
665,Andel indpendlere,2014,20.8
665,Andel indpendlere,2015,21.0
665,Andel indpendlere,2016,21.5
665,Andel indpendlere,2017,21.5
665,Andel indpendlere,2018,21.8
665,Andel indpendlere,2019,-1.0
665,Andel indpendlere,2020,-1.0
671,Andel indpendlere,2010,34.3
671,Andel indpendlere,2011,33.3
671,Andel indpendlere,2012,34.6
671,Andel indpendlere,2013,35.3
671,Andel indpendlere,2014,35.5
671,Andel indpendlere,2015,35.6
671,Andel indpendlere,2016,35.9
671,Andel indpendlere,2017,35.7
671,Andel indpendlere,2018,36.3
671,Andel indpendlere,2019,-1.0
671,Andel indpendlere,2020,-1.0
706,Andel indpendlere,2010,29.2
706,Andel indpendlere,2011,29.4
706,Andel indpendlere,2012,29.8
706,Andel indpendlere,2013,30.5
706,Andel indpendlere,2014,31.2
706,Andel indpendlere,2015,31.7
706,Andel indpendlere,2016,32.9
706,Andel indpendlere,2017,33.5
706,Andel indpendlere,2018,33.9
706,Andel indpendlere,2019,-1.0
706,Andel indpendlere,2020,-1.0
707,Andel indpendlere,2010,22.8
707,Andel indpendlere,2011,22.6
707,Andel indpendlere,2012,22.2
707,Andel indpendlere,2013,20.9
707,Andel indpendlere,2014,22.4
707,Andel indpendlere,2015,22.6
707,Andel indpendlere,2016,23.1
707,Andel indpendlere,2017,24.4
707,Andel indpendlere,2018,24.9
707,Andel indpendlere,2019,-1.0
707,Andel indpendlere,2020,-1.0
710,Andel indpendlere,2010,42.8
710,Andel indpendlere,2011,44.8
710,Andel indpendlere,2012,44.4
710,Andel indpendlere,2013,44.6
710,Andel indpendlere,2014,45.3
710,Andel indpendlere,2015,46.5
710,Andel indpendlere,2016,47.9
710,Andel indpendlere,2017,49.0
710,Andel indpendlere,2018,49.3
710,Andel indpendlere,2019,-1.0
710,Andel indpendlere,2020,-1.0
727,Andel indpendlere,2010,29.0
727,Andel indpendlere,2011,28.2
727,Andel indpendlere,2012,29.6
727,Andel indpendlere,2013,30.5
727,Andel indpendlere,2014,30.4
727,Andel indpendlere,2015,31.6
727,Andel indpendlere,2016,32.4
727,Andel indpendlere,2017,33.2
727,Andel indpendlere,2018,33.8
727,Andel indpendlere,2019,-1.0
727,Andel indpendlere,2020,-1.0
730,Andel indpendlere,2010,24.7
730,Andel indpendlere,2011,24.7
730,Andel indpendlere,2012,25.6
730,Andel indpendlere,2013,25.3
730,Andel indpendlere,2014,25.7
730,Andel indpendlere,2015,26.4
730,Andel indpendlere,2016,27.0
730,Andel indpendlere,2017,27.5
730,Andel indpendlere,2018,28.0
730,Andel indpendlere,2019,-1.0
730,Andel indpendlere,2020,-1.0
740,Andel indpendlere,2010,24.0
740,Andel indpendlere,2011,25.0
740,Andel indpendlere,2012,25.7
740,Andel indpendlere,2013,26.8
740,Andel indpendlere,2014,27.4
740,Andel indpendlere,2015,28.3
740,Andel indpendlere,2016,29.1
740,Andel indpendlere,2017,29.7
740,Andel indpendlere,2018,30.3
740,Andel indpendlere,2019,-1.0
740,Andel indpendlere,2020,-1.0
741,Andel indpendlere,2010,9.3
741,Andel indpendlere,2011,8.4
741,Andel indpendlere,2012,8.3
741,Andel indpendlere,2013,7.9
741,Andel indpendlere,2014,9.5
741,Andel indpendlere,2015,10.5
741,Andel indpendlere,2016,10.2
741,Andel indpendlere,2017,9.8
741,Andel indpendlere,2018,10.8
741,Andel indpendlere,2019,-1.0
741,Andel indpendlere,2020,-1.0
746,Andel indpendlere,2010,43.5
746,Andel indpendlere,2011,44.5
746,Andel indpendlere,2012,45.6
746,Andel indpendlere,2013,46.1
746,Andel indpendlere,2014,47.3
746,Andel indpendlere,2015,48.3
746,Andel indpendlere,2016,48.6
746,Andel indpendlere,2017,49.8
746,Andel indpendlere,2018,50.8
746,Andel indpendlere,2019,-1.0
746,Andel indpendlere,2020,-1.0
751,Andel indpendlere,2010,29.8
751,Andel indpendlere,2011,29.8
751,Andel indpendlere,2012,30.4
751,Andel indpendlere,2013,30.3
751,Andel indpendlere,2014,30.8
751,Andel indpendlere,2015,31.5
751,Andel indpendlere,2016,32.0
751,Andel indpendlere,2017,32.3
751,Andel indpendlere,2018,32.3
751,Andel indpendlere,2019,-1.0
751,Andel indpendlere,2020,-1.0
756,Andel indpendlere,2010,43.5
756,Andel indpendlere,2011,45.5
756,Andel indpendlere,2012,44.9
756,Andel indpendlere,2013,46.7
756,Andel indpendlere,2014,48.0
756,Andel indpendlere,2015,48.7
756,Andel indpendlere,2016,49.3
756,Andel indpendlere,2017,50.0
756,Andel indpendlere,2018,49.9
756,Andel indpendlere,2019,-1.0
756,Andel indpendlere,2020,-1.0
760,Andel indpendlere,2010,21.9
760,Andel indpendlere,2011,21.2
760,Andel indpendlere,2012,21.9
760,Andel indpendlere,2013,21.6
760,Andel indpendlere,2014,22.7
760,Andel indpendlere,2015,24.3
760,Andel indpendlere,2016,25.2
760,Andel indpendlere,2017,25.5
760,Andel indpendlere,2018,25.8
760,Andel indpendlere,2019,-1.0
760,Andel indpendlere,2020,-1.0
766,Andel indpendlere,2010,36.9
766,Andel indpendlere,2011,36.7
766,Andel indpendlere,2012,37.6
766,Andel indpendlere,2013,37.8
766,Andel indpendlere,2014,38.8
766,Andel indpendlere,2015,40.1
766,Andel indpendlere,2016,41.2
766,Andel indpendlere,2017,42.1
766,Andel indpendlere,2018,42.9
766,Andel indpendlere,2019,-1.0
766,Andel indpendlere,2020,-1.0
779,Andel indpendlere,2010,21.9
779,Andel indpendlere,2011,23.2
779,Andel indpendlere,2012,23.6
779,Andel indpendlere,2013,23.1
779,Andel indpendlere,2014,24.6
779,Andel indpendlere,2015,24.9
779,Andel indpendlere,2016,25.4
779,Andel indpendlere,2017,25.6
779,Andel indpendlere,2018,26.1
779,Andel indpendlere,2019,-1.0
779,Andel indpendlere,2020,-1.0
791,Andel indpendlere,2010,28.4
791,Andel indpendlere,2011,29.3
791,Andel indpendlere,2012,29.7
791,Andel indpendlere,2013,29.9
791,Andel indpendlere,2014,30.0
791,Andel indpendlere,2015,30.1
791,Andel indpendlere,2016,30.6
791,Andel indpendlere,2017,31.5
791,Andel indpendlere,2018,31.9
791,Andel indpendlere,2019,-1.0
791,Andel indpendlere,2020,-1.0
773,Andel indpendlere,2010,21.4
773,Andel indpendlere,2011,21.4
773,Andel indpendlere,2012,21.6
773,Andel indpendlere,2013,21.9
773,Andel indpendlere,2014,22.5
773,Andel indpendlere,2015,23.7
773,Andel indpendlere,2016,24.3
773,Andel indpendlere,2017,25.6
773,Andel indpendlere,2018,25.4
773,Andel indpendlere,2019,-1.0
773,Andel indpendlere,2020,-1.0
787,Andel indpendlere,2010,14.5
787,Andel indpendlere,2011,15.0
787,Andel indpendlere,2012,15.4
787,Andel indpendlere,2013,15.4
787,Andel indpendlere,2014,16.9
787,Andel indpendlere,2015,15.6
787,Andel indpendlere,2016,15.8
787,Andel indpendlere,2017,16.4
787,Andel indpendlere,2018,16.3
787,Andel indpendlere,2019,-1.0
787,Andel indpendlere,2020,-1.0
810,Andel indpendlere,2010,34.1
810,Andel indpendlere,2011,34.1
810,Andel indpendlere,2012,34.4
810,Andel indpendlere,2013,34.8
810,Andel indpendlere,2014,36.1
810,Andel indpendlere,2015,37.0
810,Andel indpendlere,2016,37.5
810,Andel indpendlere,2017,38.2
810,Andel indpendlere,2018,39.1
810,Andel indpendlere,2019,-1.0
810,Andel indpendlere,2020,-1.0
813,Andel indpendlere,2010,20.0
813,Andel indpendlere,2011,21.0
813,Andel indpendlere,2012,21.6
813,Andel indpendlere,2013,21.0
813,Andel indpendlere,2014,21.1
813,Andel indpendlere,2015,21.7
813,Andel indpendlere,2016,21.8
813,Andel indpendlere,2017,22.2
813,Andel indpendlere,2018,22.5
813,Andel indpendlere,2019,-1.0
813,Andel indpendlere,2020,-1.0
820,Andel indpendlere,2010,24.9
820,Andel indpendlere,2011,25.8
820,Andel indpendlere,2012,26.4
820,Andel indpendlere,2013,26.6
820,Andel indpendlere,2014,27.4
820,Andel indpendlere,2015,28.4
820,Andel indpendlere,2016,29.4
820,Andel indpendlere,2017,29.9
820,Andel indpendlere,2018,30.4
820,Andel indpendlere,2019,-1.0
820,Andel indpendlere,2020,-1.0
825,Andel indpendlere,2010,6.3
825,Andel indpendlere,2011,7.1
825,Andel indpendlere,2012,8.9
825,Andel indpendlere,2013,8.6
825,Andel indpendlere,2014,10.5
825,Andel indpendlere,2015,11.4
825,Andel indpendlere,2016,11.0
825,Andel indpendlere,2017,13.4
825,Andel indpendlere,2018,12.4
825,Andel indpendlere,2019,-1.0
825,Andel indpendlere,2020,-1.0
840,Andel indpendlere,2010,41.2
840,Andel indpendlere,2011,41.3
840,Andel indpendlere,2012,41.4
840,Andel indpendlere,2013,41.6
840,Andel indpendlere,2014,42.5
840,Andel indpendlere,2015,44.6
840,Andel indpendlere,2016,46.5
840,Andel indpendlere,2017,47.4
840,Andel indpendlere,2018,47.5
840,Andel indpendlere,2019,-1.0
840,Andel indpendlere,2020,-1.0
846,Andel indpendlere,2010,30.5
846,Andel indpendlere,2011,31.3
846,Andel indpendlere,2012,31.3
846,Andel indpendlere,2013,31.2
846,Andel indpendlere,2014,32.4
846,Andel indpendlere,2015,34.2
846,Andel indpendlere,2016,35.8
846,Andel indpendlere,2017,36.7
846,Andel indpendlere,2018,37.5
846,Andel indpendlere,2019,-1.0
846,Andel indpendlere,2020,-1.0
849,Andel indpendlere,2010,22.9
849,Andel indpendlere,2011,23.7
849,Andel indpendlere,2012,24.7
849,Andel indpendlere,2013,25.6
849,Andel indpendlere,2014,28.0
849,Andel indpendlere,2015,28.5
849,Andel indpendlere,2016,29.5
849,Andel indpendlere,2017,29.5
849,Andel indpendlere,2018,31.2
849,Andel indpendlere,2019,-1.0
849,Andel indpendlere,2020,-1.0
851,Andel indpendlere,2010,24.2
851,Andel indpendlere,2011,23.8
851,Andel indpendlere,2012,24.4
851,Andel indpendlere,2013,24.2
851,Andel indpendlere,2014,24.9
851,Andel indpendlere,2015,25.8
851,Andel indpendlere,2016,26.8
851,Andel indpendlere,2017,26.7
851,Andel indpendlere,2018,26.6
851,Andel indpendlere,2019,-1.0
851,Andel indpendlere,2020,-1.0
860,Andel indpendlere,2010,18.7
860,Andel indpendlere,2011,19.2
860,Andel indpendlere,2012,19.7
860,Andel indpendlere,2013,20.0
860,Andel indpendlere,2014,20.1
860,Andel indpendlere,2015,21.1
860,Andel indpendlere,2016,22.7
860,Andel indpendlere,2017,23.5
860,Andel indpendlere,2018,24.2
860,Andel indpendlere,2019,-1.0
860,Andel indpendlere,2020,-1.0
101,Andel 25-64-årige med videregående uddannelse,2010,39.9
101,Andel 25-64-årige med videregående uddannelse,2011,41.1
101,Andel 25-64-årige med videregående uddannelse,2012,42.7
101,Andel 25-64-årige med videregående uddannelse,2013,44.1
101,Andel 25-64-årige med videregående uddannelse,2014,45.7
101,Andel 25-64-årige med videregående uddannelse,2015,47.5
101,Andel 25-64-årige med videregående uddannelse,2016,49.7
101,Andel 25-64-årige med videregående uddannelse,2017,51.7
101,Andel 25-64-årige med videregående uddannelse,2018,52.9
101,Andel 25-64-årige med videregående uddannelse,2019,54.0
101,Andel 25-64-årige med videregående uddannelse,2020,-1.0
147,Andel 25-64-årige med videregående uddannelse,2010,48.2
147,Andel 25-64-årige med videregående uddannelse,2011,49.3
147,Andel 25-64-årige med videregående uddannelse,2012,50.6
147,Andel 25-64-årige med videregående uddannelse,2013,51.9
147,Andel 25-64-årige med videregående uddannelse,2014,53.4
147,Andel 25-64-årige med videregående uddannelse,2015,55.2
147,Andel 25-64-årige med videregående uddannelse,2016,57.1
147,Andel 25-64-årige med videregående uddannelse,2017,58.4
147,Andel 25-64-årige med videregående uddannelse,2018,59.0
147,Andel 25-64-årige med videregående uddannelse,2019,59.8
147,Andel 25-64-årige med videregående uddannelse,2020,-1.0
151,Andel 25-64-årige med videregående uddannelse,2010,24.7
151,Andel 25-64-årige med videregående uddannelse,2011,25.4
151,Andel 25-64-årige med videregående uddannelse,2012,26.0
151,Andel 25-64-årige med videregående uddannelse,2013,26.5
151,Andel 25-64-årige med videregående uddannelse,2014,27.2
151,Andel 25-64-årige med videregående uddannelse,2015,27.9
151,Andel 25-64-årige med videregående uddannelse,2016,28.8
151,Andel 25-64-årige med videregående uddannelse,2017,29.9
151,Andel 25-64-årige med videregående uddannelse,2018,30.8
151,Andel 25-64-årige med videregående uddannelse,2019,31.7
151,Andel 25-64-årige med videregående uddannelse,2020,-1.0
153,Andel 25-64-årige med videregående uddannelse,2010,16.9
153,Andel 25-64-årige med videregående uddannelse,2011,17.3
153,Andel 25-64-årige med videregående uddannelse,2012,17.5
153,Andel 25-64-årige med videregående uddannelse,2013,17.7
153,Andel 25-64-årige med videregående uddannelse,2014,18.3
153,Andel 25-64-årige med videregående uddannelse,2015,19.2
153,Andel 25-64-årige med videregående uddannelse,2016,20.8
153,Andel 25-64-årige med videregående uddannelse,2017,21.4
153,Andel 25-64-årige med videregående uddannelse,2018,22.5
153,Andel 25-64-årige med videregående uddannelse,2019,22.9
153,Andel 25-64-årige med videregående uddannelse,2020,-1.0
155,Andel 25-64-årige med videregående uddannelse,2010,30.3
155,Andel 25-64-årige med videregående uddannelse,2011,31.4
155,Andel 25-64-årige med videregående uddannelse,2012,32.3
155,Andel 25-64-årige med videregående uddannelse,2013,33.1
155,Andel 25-64-årige med videregående uddannelse,2014,33.6
155,Andel 25-64-årige med videregående uddannelse,2015,34.6
155,Andel 25-64-årige med videregående uddannelse,2016,35.7
155,Andel 25-64-årige med videregående uddannelse,2017,36.6
155,Andel 25-64-årige med videregående uddannelse,2018,37.2
155,Andel 25-64-årige med videregående uddannelse,2019,38.2
155,Andel 25-64-årige med videregående uddannelse,2020,-1.0
157,Andel 25-64-årige med videregående uddannelse,2010,51.2
157,Andel 25-64-årige med videregående uddannelse,2011,51.9
157,Andel 25-64-årige med videregående uddannelse,2012,52.5
157,Andel 25-64-årige med videregående uddannelse,2013,53.7
157,Andel 25-64-årige med videregående uddannelse,2014,54.6
157,Andel 25-64-årige med videregående uddannelse,2015,56.1
157,Andel 25-64-årige med videregående uddannelse,2016,57.9
157,Andel 25-64-årige med videregående uddannelse,2017,58.8
157,Andel 25-64-årige med videregående uddannelse,2018,59.3
157,Andel 25-64-årige med videregående uddannelse,2019,59.7
157,Andel 25-64-årige med videregående uddannelse,2020,-1.0
159,Andel 25-64-årige med videregående uddannelse,2010,34.0
159,Andel 25-64-årige med videregående uddannelse,2011,34.8
159,Andel 25-64-årige med videregående uddannelse,2012,35.6
159,Andel 25-64-årige med videregående uddannelse,2013,36.4
159,Andel 25-64-årige med videregående uddannelse,2014,37.3
159,Andel 25-64-årige med videregående uddannelse,2015,38.4
159,Andel 25-64-årige med videregående uddannelse,2016,40.0
159,Andel 25-64-årige med videregående uddannelse,2017,41.0
159,Andel 25-64-årige med videregående uddannelse,2018,42.2
159,Andel 25-64-årige med videregående uddannelse,2019,43.2
159,Andel 25-64-årige med videregående uddannelse,2020,-1.0
161,Andel 25-64-årige med videregående uddannelse,2010,20.3
161,Andel 25-64-årige med videregående uddannelse,2011,20.7
161,Andel 25-64-årige med videregående uddannelse,2012,21.1
161,Andel 25-64-årige med videregående uddannelse,2013,22.0
161,Andel 25-64-årige med videregående uddannelse,2014,22.6
161,Andel 25-64-årige med videregående uddannelse,2015,23.5
161,Andel 25-64-årige med videregående uddannelse,2016,25.0
161,Andel 25-64-årige med videregående uddannelse,2017,26.4
161,Andel 25-64-årige med videregående uddannelse,2018,27.7
161,Andel 25-64-årige med videregående uddannelse,2019,28.3
161,Andel 25-64-årige med videregående uddannelse,2020,-1.0
163,Andel 25-64-årige med videregående uddannelse,2010,24.9
163,Andel 25-64-årige med videregående uddannelse,2011,25.7
163,Andel 25-64-årige med videregående uddannelse,2012,25.9
163,Andel 25-64-årige med videregående uddannelse,2013,26.5
163,Andel 25-64-årige med videregående uddannelse,2014,27.2
163,Andel 25-64-årige med videregående uddannelse,2015,28.1
163,Andel 25-64-årige med videregående uddannelse,2016,29.2
163,Andel 25-64-årige med videregående uddannelse,2017,29.9
163,Andel 25-64-årige med videregående uddannelse,2018,30.5
163,Andel 25-64-årige med videregående uddannelse,2019,31.2
163,Andel 25-64-årige med videregående uddannelse,2020,-1.0
165,Andel 25-64-årige med videregående uddannelse,2010,25.0
165,Andel 25-64-årige med videregående uddannelse,2011,25.3
165,Andel 25-64-årige med videregående uddannelse,2012,26.0
165,Andel 25-64-årige med videregående uddannelse,2013,26.3
165,Andel 25-64-årige med videregående uddannelse,2014,26.5
165,Andel 25-64-årige med videregående uddannelse,2015,27.0
165,Andel 25-64-årige med videregående uddannelse,2016,27.2
165,Andel 25-64-årige med videregående uddannelse,2017,27.6
165,Andel 25-64-årige med videregående uddannelse,2018,27.9
165,Andel 25-64-årige med videregående uddannelse,2019,28.3
165,Andel 25-64-årige med videregående uddannelse,2020,-1.0
167,Andel 25-64-årige med videregående uddannelse,2010,21.1
167,Andel 25-64-årige med videregående uddannelse,2011,21.8
167,Andel 25-64-årige med videregående uddannelse,2012,22.7
167,Andel 25-64-årige med videregående uddannelse,2013,23.4
167,Andel 25-64-årige med videregående uddannelse,2014,24.2
167,Andel 25-64-årige med videregående uddannelse,2015,25.3
167,Andel 25-64-årige med videregående uddannelse,2016,26.7
167,Andel 25-64-årige med videregående uddannelse,2017,28.0
167,Andel 25-64-årige med videregående uddannelse,2018,29.0
167,Andel 25-64-årige med videregående uddannelse,2019,30.0
167,Andel 25-64-årige med videregående uddannelse,2020,-1.0
169,Andel 25-64-årige med videregående uddannelse,2010,18.6
169,Andel 25-64-årige med videregående uddannelse,2011,19.2
169,Andel 25-64-årige med videregående uddannelse,2012,19.8
169,Andel 25-64-årige med videregående uddannelse,2013,20.4
169,Andel 25-64-årige med videregående uddannelse,2014,21.0
169,Andel 25-64-årige med videregående uddannelse,2015,21.8
169,Andel 25-64-årige med videregående uddannelse,2016,23.2
169,Andel 25-64-årige med videregående uddannelse,2017,24.1
169,Andel 25-64-årige med videregående uddannelse,2018,25.0
169,Andel 25-64-årige med videregående uddannelse,2019,25.9
169,Andel 25-64-årige med videregående uddannelse,2020,-1.0
173,Andel 25-64-årige med videregående uddannelse,2010,47.8
173,Andel 25-64-årige med videregående uddannelse,2011,49.0
173,Andel 25-64-årige med videregående uddannelse,2012,49.8
173,Andel 25-64-årige med videregående uddannelse,2013,50.9
173,Andel 25-64-årige med videregående uddannelse,2014,51.5
173,Andel 25-64-årige med videregående uddannelse,2015,52.8
173,Andel 25-64-årige med videregående uddannelse,2016,54.3
173,Andel 25-64-årige med videregående uddannelse,2017,55.3
173,Andel 25-64-årige med videregående uddannelse,2018,56.0
173,Andel 25-64-årige med videregående uddannelse,2019,56.7
173,Andel 25-64-årige med videregående uddannelse,2020,-1.0
175,Andel 25-64-årige med videregående uddannelse,2010,23.1
175,Andel 25-64-årige med videregående uddannelse,2011,23.9
175,Andel 25-64-årige med videregående uddannelse,2012,24.6
175,Andel 25-64-årige med videregående uddannelse,2013,25.7
175,Andel 25-64-årige med videregående uddannelse,2014,26.4
175,Andel 25-64-årige med videregående uddannelse,2015,27.3
175,Andel 25-64-årige med videregående uddannelse,2016,28.3
175,Andel 25-64-årige med videregående uddannelse,2017,29.7
175,Andel 25-64-årige med videregående uddannelse,2018,30.9
175,Andel 25-64-årige med videregående uddannelse,2019,32.0
175,Andel 25-64-årige med videregående uddannelse,2020,-1.0
183,Andel 25-64-årige med videregående uddannelse,2010,14.3
183,Andel 25-64-årige med videregående uddannelse,2011,14.7
183,Andel 25-64-årige med videregående uddannelse,2012,15.2
183,Andel 25-64-årige med videregående uddannelse,2013,16.1
183,Andel 25-64-årige med videregående uddannelse,2014,16.6
183,Andel 25-64-årige med videregående uddannelse,2015,17.8
183,Andel 25-64-årige med videregående uddannelse,2016,18.9
183,Andel 25-64-årige med videregående uddannelse,2017,20.4
183,Andel 25-64-årige med videregående uddannelse,2018,21.4
183,Andel 25-64-årige med videregående uddannelse,2019,22.6
183,Andel 25-64-årige med videregående uddannelse,2020,-1.0
185,Andel 25-64-årige med videregående uddannelse,2010,16.8
185,Andel 25-64-årige med videregående uddannelse,2011,17.7
185,Andel 25-64-årige med videregående uddannelse,2012,18.6
185,Andel 25-64-årige med videregående uddannelse,2013,19.3
185,Andel 25-64-årige med videregående uddannelse,2014,20.1
185,Andel 25-64-årige med videregående uddannelse,2015,21.1
185,Andel 25-64-årige med videregående uddannelse,2016,22.4
185,Andel 25-64-årige med videregående uddannelse,2017,23.4
185,Andel 25-64-årige med videregående uddannelse,2018,24.8
185,Andel 25-64-årige med videregående uddannelse,2019,25.7
185,Andel 25-64-årige med videregående uddannelse,2020,-1.0
187,Andel 25-64-årige med videregående uddannelse,2010,22.8
187,Andel 25-64-årige med videregående uddannelse,2011,23.9
187,Andel 25-64-årige med videregående uddannelse,2012,24.9
187,Andel 25-64-årige med videregående uddannelse,2013,25.7
187,Andel 25-64-årige med videregående uddannelse,2014,26.8
187,Andel 25-64-årige med videregående uddannelse,2015,27.7
187,Andel 25-64-årige med videregående uddannelse,2016,28.8
187,Andel 25-64-årige med videregående uddannelse,2017,30.4
187,Andel 25-64-årige med videregående uddannelse,2018,32.0
187,Andel 25-64-årige med videregående uddannelse,2019,33.0
187,Andel 25-64-årige med videregående uddannelse,2020,-1.0
190,Andel 25-64-årige med videregående uddannelse,2010,43.6
190,Andel 25-64-årige med videregående uddannelse,2011,44.6
190,Andel 25-64-årige med videregående uddannelse,2012,45.4
190,Andel 25-64-årige med videregående uddannelse,2013,46.3
190,Andel 25-64-årige med videregående uddannelse,2014,46.9
190,Andel 25-64-årige med videregående uddannelse,2015,47.5
190,Andel 25-64-årige med videregående uddannelse,2016,48.3
190,Andel 25-64-årige med videregående uddannelse,2017,49.4
190,Andel 25-64-årige med videregående uddannelse,2018,50.3
190,Andel 25-64-årige med videregående uddannelse,2019,51.1
190,Andel 25-64-årige med videregående uddannelse,2020,-1.0
201,Andel 25-64-årige med videregående uddannelse,2010,40.7
201,Andel 25-64-årige med videregående uddannelse,2011,41.7
201,Andel 25-64-årige med videregående uddannelse,2012,42.4
201,Andel 25-64-årige med videregående uddannelse,2013,43.1
201,Andel 25-64-årige med videregående uddannelse,2014,43.9
201,Andel 25-64-årige med videregående uddannelse,2015,44.7
201,Andel 25-64-årige med videregående uddannelse,2016,45.3
201,Andel 25-64-årige med videregående uddannelse,2017,46.2
201,Andel 25-64-årige med videregående uddannelse,2018,46.8
201,Andel 25-64-årige med videregående uddannelse,2019,48.1
201,Andel 25-64-årige med videregående uddannelse,2020,-1.0
210,Andel 25-64-årige med videregående uddannelse,2010,34.1
210,Andel 25-64-årige med videregående uddannelse,2011,34.5
210,Andel 25-64-årige med videregående uddannelse,2012,34.9
210,Andel 25-64-årige med videregående uddannelse,2013,35.1
210,Andel 25-64-årige med videregående uddannelse,2014,35.8
210,Andel 25-64-årige med videregående uddannelse,2015,36.5
210,Andel 25-64-årige med videregående uddannelse,2016,37.4
210,Andel 25-64-årige med videregående uddannelse,2017,38.0
210,Andel 25-64-årige med videregående uddannelse,2018,38.6
210,Andel 25-64-årige med videregående uddannelse,2019,39.3
210,Andel 25-64-årige med videregående uddannelse,2020,-1.0
217,Andel 25-64-årige med videregående uddannelse,2010,28.0
217,Andel 25-64-årige med videregående uddannelse,2011,28.4
217,Andel 25-64-årige med videregående uddannelse,2012,28.7
217,Andel 25-64-årige med videregående uddannelse,2013,29.1
217,Andel 25-64-årige med videregående uddannelse,2014,29.5
217,Andel 25-64-årige med videregående uddannelse,2015,30.2
217,Andel 25-64-årige med videregående uddannelse,2016,31.1
217,Andel 25-64-årige med videregående uddannelse,2017,31.6
217,Andel 25-64-årige med videregående uddannelse,2018,32.4
217,Andel 25-64-årige med videregående uddannelse,2019,32.9
217,Andel 25-64-årige med videregående uddannelse,2020,-1.0
219,Andel 25-64-årige med videregående uddannelse,2010,33.9
219,Andel 25-64-årige med videregående uddannelse,2011,34.2
219,Andel 25-64-årige med videregående uddannelse,2012,34.9
219,Andel 25-64-årige med videregående uddannelse,2013,35.2
219,Andel 25-64-årige med videregående uddannelse,2014,35.7
219,Andel 25-64-årige med videregående uddannelse,2015,36.2
219,Andel 25-64-årige med videregående uddannelse,2016,37.0
219,Andel 25-64-årige med videregående uddannelse,2017,37.3
219,Andel 25-64-årige med videregående uddannelse,2018,38.0
219,Andel 25-64-årige med videregående uddannelse,2019,38.5
219,Andel 25-64-årige med videregående uddannelse,2020,-1.0
223,Andel 25-64-årige med videregående uddannelse,2010,44.3
223,Andel 25-64-årige med videregående uddannelse,2011,45.0
223,Andel 25-64-årige med videregående uddannelse,2012,45.6
223,Andel 25-64-årige med videregående uddannelse,2013,46.1
223,Andel 25-64-årige med videregående uddannelse,2014,46.4
223,Andel 25-64-årige med videregående uddannelse,2015,47.7
223,Andel 25-64-årige med videregående uddannelse,2016,48.9
223,Andel 25-64-årige med videregående uddannelse,2017,49.3
223,Andel 25-64-årige med videregående uddannelse,2018,49.5
223,Andel 25-64-årige med videregående uddannelse,2019,50.6
223,Andel 25-64-årige med videregående uddannelse,2020,-1.0
230,Andel 25-64-årige med videregående uddannelse,2010,49.7
230,Andel 25-64-årige med videregående uddannelse,2011,50.2
230,Andel 25-64-årige med videregående uddannelse,2012,51.1
230,Andel 25-64-årige med videregående uddannelse,2013,51.7
230,Andel 25-64-årige med videregående uddannelse,2014,52.7
230,Andel 25-64-årige med videregående uddannelse,2015,53.8
230,Andel 25-64-årige med videregående uddannelse,2016,55.2
230,Andel 25-64-årige med videregående uddannelse,2017,55.8
230,Andel 25-64-årige med videregående uddannelse,2018,56.2
230,Andel 25-64-årige med videregående uddannelse,2019,56.4
230,Andel 25-64-årige med videregående uddannelse,2020,-1.0
240,Andel 25-64-årige med videregående uddannelse,2010,26.6
240,Andel 25-64-årige med videregående uddannelse,2011,27.3
240,Andel 25-64-årige med videregående uddannelse,2012,28.0
240,Andel 25-64-årige med videregående uddannelse,2013,28.7
240,Andel 25-64-årige med videregående uddannelse,2014,29.1
240,Andel 25-64-årige med videregående uddannelse,2015,29.8
240,Andel 25-64-årige med videregående uddannelse,2016,30.5
240,Andel 25-64-årige med videregående uddannelse,2017,31.2
240,Andel 25-64-årige med videregående uddannelse,2018,31.8
240,Andel 25-64-årige med videregående uddannelse,2019,32.9
240,Andel 25-64-årige med videregående uddannelse,2020,-1.0
250,Andel 25-64-årige med videregående uddannelse,2010,23.1
250,Andel 25-64-årige med videregående uddannelse,2011,23.5
250,Andel 25-64-årige med videregående uddannelse,2012,23.9
250,Andel 25-64-årige med videregående uddannelse,2013,24.1
250,Andel 25-64-årige med videregående uddannelse,2014,24.5
250,Andel 25-64-årige med videregående uddannelse,2015,24.7
250,Andel 25-64-årige med videregående uddannelse,2016,25.1
250,Andel 25-64-årige med videregående uddannelse,2017,25.7
250,Andel 25-64-årige med videregående uddannelse,2018,26.2
250,Andel 25-64-årige med videregående uddannelse,2019,26.6
250,Andel 25-64-årige med videregående uddannelse,2020,-1.0
